"MuseumCode","Barcode","Collectors","AdditionalCollectors","FieldNumber","Date","CalcFullName","LocalityNotes","Latitude","Longitude","LLResolution","QDS","LLChecked","DescriptionText"
"PRE","PRE0788537-0","Acocks, JPH","","12834","8/13/1946","Ficus salicifolia Vahl","Vryheid District; ca. 5.5miles SSW of Swartfolosi POST OFFICE.","-27.9949400000","31.1699190000","2k","2731CC","True","HT: 15.00, HTUNIT: ft; GRFRMS: Tree"
"PRE","PRE0735992-0","Acocks, JPH","","H 870","10/10/1936","Microloma armatum (Thunb.) Schltr. var. armatum","KIMBERLEY DIST; ROODEPAN; 28 MILES WSW OF KIMBERLEY","-28.8841070400","24.1059425700","5k","2824CC","True",""
"PRE","PRE0060790-0","Acocks, JPH","","14808","9/17/1948","Ornithogalum hispidum Hornem. subsp. hispidum","VAN RHYNSDORP; ZANDKRAAL; 8 MI. SE. OF VAN RHYNSDORP","-31.7005600000","18.7427800000","2k","3118DA","True",""
"PRE","PRE0046234-0","Acocks, JPH","","13965","1/13/1948","Disa patula var. transvaalensis Summerh.","NONGOMA DIST.; NEAR NGOME POLICE STATION, TO E.","-27.7992271400","31.4499040200","5k","2731CD","True","Flowers pink."
"PRE","PRE0155235-0","Acocks, JPH","","18545","9/25/1955","Selago sp.","CALVINIA DIV.; LOKENBURG; TOP OF STINKFONTEIN HILLS","-31.7152466100","19.2327962600","2k","3119CA","True",""
"PRE","PRE0458966-0","Acocks, JPH","","20822","11/14/1959","Lotononis macrosepala Conrath","LINDLEY DIST; 7 MI. NNE. OF LINDLEY","-27.8070300000","27.9746480000","2k","2727DD","True",""
"NH","NH0124285-0","Acocks, JPH","","11490","4/29/1945","Panicum aequinerve Nees","Estcourt District. Tabamhlope. Table Mountain.","-29.1219455700","29.6492199700","2k","2929BA","True",""
"NBG","NBG0156538-0","Acocks, JPH","","21282","8/4/1960","Erica umbelliflora Klotzsch ex Benth.","Humansdorp Div. Boplaas to E.","-33.8395584900","24.4513628100","2k","3324CD","True",""
"PRE","PRE0702252-0","Acocks, JPH","","22078","2/27/1962","Habenaria lithophila Schltr.","RAMATSELISO; 4.6 MI. SSW OF RAMATSELISO.","-30.1097220000","28.9215860000","2k","3028BB","True",""
"PRE","PRE0347885-0","Acocks, JPH","","13936","11/19/1947","Pachycarpus concolor subsp. transvaalensis (Schltr.) Goyder","BELFAST; MACHADODORP; 6.5 MI. SW. OF MACHADODORP","-25.7374250000","30.1981070000","2k","2530CA","True",""
"PRE","PRE0149111-0","Acocks, JPH","","18953","8/23/1956","Selago namaquensis Schltr.","CALVINIA DIST; WOLWE GRAAFWATER","-30.7997032900","18.9955766300","2k","3018DD","True",""
"PRE","PRE0423248-0","Acocks, JPH","Naude","66","02/1942","Crassula capitella subsp. nodulosa (Schonland) Toelken","WATERBERG DIST.; NOOITGEDACHT 699","-24.5324990000","28.5658490000","10k","2428DA","True",""
"PRE","PRE0523548-0","Acocks, JPH","","10516","8/8/1944","Cotyledon orbiculata var. oblonga (Haw.) DC.","UMHLUMBA MT.; WEENEN","-28.8995235700","30.2342254800","5k","2830CC","True",""
"PRE","PRE0217324-0","Acocks, JPH","Hafstrom, AHF","1755","","Hilliardiella hirsuta (DC.) H.Rob.","Top of Drakensberg near Barberton.","-25.8217789300","30.8319884300","2k","2530DD","True",""
"PRE","PRE0345460-0","Acocks, JPH","","17508","10/28/1953","Schizoglossum aschersonianum Schltr. var. aschersonianum","CRADOCK DIV.; ZWAGERSHOEK; JAKKALSFONTEIN","-32.3485359600","25.4004648300","2k","3225AD","True",""
"PRE","PRE0250724-0","Acocks, JPH","","10883","12/16/1944","Antidesma venosum E.Mey. ex Tul.","PORT SHEPSTONE DIST.; UMZUMBI VALLEY","-30.5955250800","30.5364750300","2k","3030DA","True","Small tree"
"PRE","PRE0454348-0","Acocks, JPH","","19277","6/12/1957","Oxalis pardalis Sond.","CALVINIA DIV.; 37 MI. S. OF CALVINIA","-31.9383077100","19.7505074800","2k","3119DD","True",""
"NBG","NBG0202814-0","Acocks, JPH","","18865","7/22/1956","Othonna leptodactyla Harv.","Randharpiusbos, Lakenburg.","-31.6951841600","19.1896762400","10k","3119CA","True","6' glaucous, shrub with virgate stems from base. Flowers yellow."
"PRE","PRE0403988-0","Acocks, JPH","","16505","9/29/1952","Heliophila deserticola Schltr. var. deserticola","KENHARDT; 2 MI W OF KENHARDT","-29.3558100000","21.1173790000","1000m","2921AC","True",""
"PRE","PRE0189722-0","Acocks, JPH","","385","5/8/1936","Geigeria ornativa O.Hoffm. subsp. ornativa","KURUMAN DIST.; 13 MI. FROM KURUMAN ON TAUNGS ROAD","-27.3986070000","23.6528530000","2k","2723BC","True",""
"PRE","PRE0553934-0","Acocks, JPH","","13407","2/25/1947","Fuirena hirsuta (P.J.Bergius) P.L.Forbes","BIZANA; 7 MI. SSW. OF BIZANA.","-30.9371954200","29.8107196200","2k","3029DD","True","Frequent. Stems terete."
"PRE","PRE0206860-0","Acocks, JPH","","17837","10/27/1954","Dimorphotheca pluvialis (L.) Moench","BRITSTOWN DIST.","-30.6250000000","23.6250000000","1/4dg","3023DA","",""
"PRE","PRE0230022-0","Acocks, JPH","","9983","12/17/1943","Tolpis capensis (L.) Sch.Bip.","LADYSMITH; LADYSMITH COMMONAGE;  IN RED SOIL ON HOLLOWS ON TOP OF DOLERITE RIDGE","-28.5820360000","29.7617060000","5k","2829DB","True",""
"PRE","PRE0042477-0","Acocks, JPH","","22378","7/19/1962","Romulea flava (Lam.) M.P.de Vos var. flava","SWELLENDAM DIST.; BONTEBOK NATIONAL PARK; BREEDE RIVER.","-34.0753380000","20.4514780000","5k","3420AB","True",""
"PRE","PRE0165441-0","Acocks, JPH","","11465","4/26/1945","Cephalaria humilis (Thunb.) Roem. & Schult.","Weenen District; Tabamhlope, Table Mountain.","-29.1219455700","29.6492199700","2k","2929BA","True","Flowers white."
"PRE","PRE0311667-0","Acocks, JPH","","23958","6/22/1968","Struthiola argentea Lehm.","BREDASDORP DIST.; VAN DER STELS KRAAL","-34.4377035600","20.2509016000","2k","3420AD","True","Shrub, 4'."
"PRE","PRE0172704-0","Acocks, JPH","","14354","6/13/1948","Felicia ovata (Thunb.) Compton","VICTORIA WEST DIV.; 32 MI. NW. OF VICTORIA W. SILTY FLATS","-31.1090480000","22.7240770000","2k","3122BA","True",""
"PRE","PRE0434106-0","Acocks, JPH","","644","08/1936","Staavia radiata (L.) Dahl","CAPE PENINSULA; HOUT BAY; SKOORSTEEN KOP, MIDDLE AND UPPER SLOPES","-34.0325000000","18.3725000000","5k","3418AB","True",""
"PRE","PRE0354878-0","Acocks, JPH","","24062","8/6/1968","Passerina filiformis subsp. glutinosa (Thoday) Bredenk. & A.E.van Wyk","VREDENDAL DIV.; DOORN BAY; 7 MI. E. BY S. OF DOORN BAY","-31.8271173600","18.3316964500","2k","3118CD","True",""
"PRE","PRE0213025-0","Acocks, JPH","","24084","8/7/1968","Osteospermum grandiflorum DC.","VREDENDAL DIST; 10.5 MI. W.N.W. OF VREDENDAL","-31.5922200000","18.3909254800","2k","3118CB","True",""
"PRE","PRE0413318-0","Acocks, JPH","Hafstrom, AHF","430","","Aridaria noctiflora (L.) Schwantes subsp. noctiflora","KAROOPOORT","-33.2174365300","19.7031830500","5k","3319BA","True",""
"PRE","PRE0225415-0","Acocks, JPH","","20603","8/24/1959","Ursinia pilifera (P.J.Bergius) Poir.","CALVINIA DIV.; LOKENBURG","-31.6951841600","19.1896762400","2k","3119CA","True",""
"PRE","PRE0209394-0","Acocks, JPH","","17199","9/22/1953","Phymaspermum thymelaeoides (DC.) Magee & Ruiters","SUTHERLAND DIV.; BESEMGOEDBERG; KOMSBERG ESCARPMENT","-32.6458300000","21.0877800000","2k","3221CA","True","12"" silvery shrub. Rays white."
"PRE","PRE0225161-0","Acocks, JPH","Hafstrom, AHF","1673","9/21/1938","Kleinia longiflora DC.","BETW. VOSBURG AND PRIESKA","","","","","",""
"PRE","PRE0171797-0","Acocks, JPH","","18961","8/23/1956","Ifloga paronychioides (DC.) Fenzl","CALVINIA DIV.; WOLWE GRAAFWATER","-30.7994533200","18.9957933600","2k","3018DD","True",""
"PRE","PRE0131410-0","Acocks, JPH","","12411","2/6/1946","Jamesbrittenia burkeana (Benth.) Hilliard","ZEERUST DIST.; 4 MI S OF ZEERUST","-25.5889855000","26.0409049000","1000m","2526CA","True","Shrub, 2-3 ft high."
"PRE","PRE0216181-0","Acocks, JPH","","17673","4/30/1954","Tripteris sinuata DC. var. sinuata","RICHMOND DIST.; 10.7 MI. W. OF RICHMOND","-29.9070950000","30.0822980000","2k","2930CC","True",""
"PRE","PRE0057957-0","Acocks, JPH","","21651","10/25/1960","Ornithogalum dubium Houtt.","KNYSNA DIST.; PRINCE ALFREDS PASS; GORGE AT S. END","-33.7959740000","23.1796890000","2k","3323CC","True",""
"PRE","PRE0407354-0","Acocks, JPH","","9064","9/12/1942","Lotononis alpina subsp. multiflora (Eckl. & Zeyh.) B.-E.van Wyk","KING WILLIAMS TOWN D; AMABELE IN GRASSLAND","-32.6608000000","27.5247000000","2k","3227DA","True","Flower: pale yellow."
"NBG","NBG0238426-0","Acocks, JPH","","17073","8/29/1953","Erica areolata (N.E.Br.) E.G.H.Oliv.","Calvinia District. Lokenburg. Altitude: 701 m.","-31.6951841600","19.1896762400","10k","3119CA","True","Erect, 2 ft."
"NH","NH0035549-0","Acocks, JPH","","10636","10/4/1944","Rhynchosia reptabunda N.E.Br.","Greenford, Frere.","-28.8579700000","29.8026330000","2k","2829DD","True",""
"PRE","PRE0015405-0","Acocks, JPH","","12421","2/7/1946","Aristida stipitata subsp. graciliflora (Pilg.) Melderis","BOTHAVILLE DIST.; VIERFONTEIN STA.; NEAR VIERFONTEIN STA. BOTHAVILLE","-27.0800567400","26.7481240300","2k","2726BA","True",""
"PRE","PRE0218405-0","Acocks, JPH","","23000","11/12/1962","Stoebe cyathuloides Schltr.","BREDASDORP DISTRICT.; POTBERG; HAMERKOP ON SOUTHERN SIDE OF POTBERG.","-34.4223811800","20.6952447600","2k","3420BC","True","Heads white."
"PRE","PRE0005860-0","Acocks, JPH","","56","3/14/1936","Stipagrostis uniplumis (Licht.) De Winter var. uniplumis","KIMBERLEY DIV.; MAURETZFONTEIN","-28.8940215700","24.7527949000","2k","2824DD","True",""
"PRE","PRE0322003-0","Acocks, JPH","","22388","7/20/1962","Erica peziza Lodd.","SWELLENDAM DIV.; HESSEQUAS POORT","-34.0918967100","20.2369577900","2k","3420AA","True",""
"PRE","PRE0447090-0","Acocks, JPH","","15181","10/29/1948","Grielum grandiflorum (L.) Druce","CLANWILLIAM DIV.; LAMBERTS BAY; NORTIER RES","-32.0818879600","18.3262575500","2k","3218AB","True",""
"PRE","PRE0155352-0","Acocks, JPH","","12181","11/19/1945","Anthospermum hispidulum E.Mey. ex Sond.","MACLEAR DIST.; NAUDESNEK PASS","-30.7689886600","28.1027673300","5k","3028CC","True",""
"PRE","PRE0124542-0","Acocks, JPH","","15671","3/18/1949","Teucrium africanum Thunb.","SOMERSET EAST; 22.5 MI. SSW. OF SOMERSET East.","-32.9714441200","25.4143183400","2k","3225CD","True",""
"PRE","PRE0163327-0","Acocks, JPH","Hafstrom, AHF","1220","9/20/1938","Diascia parviflora Benth.","FRASERBURG; KOPPIES","-31.5000000000","21.3666666700","1dg","3121CB","",""
"PRE","PRE0297029-0","Acocks, JPH","","12968","10/9/1946","Trimeria grandifolia (Hochst.) Warb. subsp. grandifolia","ESHOWE DIST; ESHOWE FOR","-28.8952910000","31.4587590000","2k","2831CD","True",""
"PRE","PRE0344324-0","Acocks, JPH","","14230","3/26/1948","Huernia namaquensis Pillans","NORTH-WESTERN CAPE; NAMAQUALAND; 29 MI. E. BY S. OF PORT NOLLOTH ON HILLS","-29.2908300000","17.3019798500","2k","2917AD","True",""
"PRE","PRE0213239-0","Acocks, JPH","","21605","10/21/1960","Helichrysum cymosum (L.) D.Don subsp. cymosum","OUDTSHORN DIST.; OUTENIQUA PASS; SOUTH SIDE","-33.8995623700","22.4017125400","5k","3322CD","True",""
"PRE","PRE0419141-0","Acocks, JPH","","10525","8/7/1944","Argyrolobium pauciflorum Eckl. & Zeyh.","ESTCOURT PAST. RES.; HILLSIDE ON FIRE-BREAK","-29.0235218800","29.8651008900","2k","2929BB","True",""
"PRE","PRE0223783-0","Acocks, JPH","","23855","11/2/1966","Senecio intricatus S.Moore","MIDDELBURG DIST.; WITKRANSNEK PASS; S. END OF PASS","-31.6981028400","25.1987100000","2k","3125CA","True",""
"PRE","PRE0380575-0","Acocks, JPH","Hafstrom, AHF","PRE 873","10/10/1936","Cadaba aphylla (Thunb.) Wild","KIMBERLEY DIV.; ROODEPAN","-28.8841070400","24.1059425700","5k","2824CC","True",""
"PRE","PRE0087102-0","Acocks, JPH","","17354","10/12/1953","Cheilanthes multifida (Sw.) Sw. var. multifida","CALVINIA DIV.; LOKENBERG; W. OF RIVER ON T.M.S. RIDGES","-31.6906115200","19.1617829600","5k","3119CA","True",""
"PRE","PRE0289324-0","Acocks, JPH","","22538","7/29/1962","Hermannia lacera (E.Mey. ex Harv.) Fourc.","VERMAAKLIKHEID P. O.; 6.7 MI. SE. OF P.O.","-34.3607973400","21.1139071900","2k","3421AC","True",""
"PRE","PRE0384966-0","Acocks, JPH","","9555","1/3/1943","Colpoon compressum P.J.Bergius","BONZA BAY","-32.9770992400","27.9618463700","2k","3227DD","True",""
"NH","NH0121438-0","Acocks, JPH","","11760","9/14/1945","Cyrtanthus tuckii var. transvaalensis I.Verd.","Piensrand. Paulpietersburg district.","-27.4200650000","30.9702520000","2k","2730BD","True","Flowers vermilion, sometimes orange within. Locally frequent."
"PRE","PRE0250376-0","Acocks, JPH","","16970","8/26/1953","Roepera debilis (Cham.) Beier & Thulin","ROGGEVELD; SUTHERLAND DIV.; FOOTHILLS NW. OF KLIPBANKSRIVIER","-32.5137474200","20.3424605700","2k","3220CB","True","Tangled, 60 cm - 1.2 m shrub. Flowers yellow."
"PRE","PRE0024492-0","Acocks, JPH","","20066","11/29/1958","Vulpia myuros (L.) C.C.Gmel.","MIDDELBURG DIST.; COMPASSBERG; COMPASSBERG FARM","-31.7099103600","24.5637669500","2k","3124DA","True",""
"NH","NH0036209-0","Acocks, JPH","","11695","8/23/1945","Lasiosiphon anthylloides (L.f.) Meisn.","Hills behind Amsterdam.","-26.6097371600","30.6949490900","2k","2630DA","True","2ft - 6ft shrubs, leaves light green."
"PRE","PRE0137651-0","Acocks, JPH","","1619","01/1937","Trichodesma angustifolium Harv. subsp. angustifolium","KIMBERLEY; VOORUITZICHT; SANDVELD AT VOORUITZICHT, TOWN LANDS OF KIMBERLEY","-28.7087712700","24.6969973600","2k","2824DA","True",""
"PRE","PRE0037816-0","Acocks, JPH","","11232","2/15/1945","Aloe bergeriana (Dinter) Boatwr. & J.C.Manning","PRETORIA DIST.; RIETVALLEI 221, N. PORTION.","-25.8558000000","28.3122000000","1000m","2528CD","True","Flowers pale lilac."
"PRE","PRE0726209-0","Acocks, JPH","","477","7/8/1936","Troglophyton capillaceum (Thunb.) Hilliard & B.L.Burtt subsp. capillaceum","HAY DIST; WITDRAAI; RUGGED JASPER KRANZ","-28.7247648100","22.6737447400","2k","2822DA","True",""
"PRE","PRE0074270-0","Acocks, JPH","","22983","11/9/1962","Restio calcicola H.P.Linder & C.R.Hardy","CALEDON DIST.; DE KELDERS","-34.5548095300","19.3637920300","2k","3419CB","True",""
"NH","NH0035884-0","Acocks, JPH","","10708","10/26/1944","Cyphostemma humile (N.E.Br.) Desc. ex Wild & R.B.Drumm. subsp. humile","Moordspruit, nr. Weenen.","","","","","",""
"NH","NH0034526-0","Acocks, JPH","","9893","11/18/1943","Senegalia brevispica subsp. dregeana (Benth.) Kyal. & Boatwr.","Estcourt P. R. Station.","-29.0235218800","29.8651008900","2k","2929BB","True","Pale - stemmed shrub, inclined to sprawl. Heads cream."
"PRE","PRE0324478-0","Acocks, JPH","","9005","8/2/1942","Erica caffra L. var. caffra","STUTTERHEIM DIV.","","","","","",""
"NH","NH0036691-0","Acocks, JPH","","11825","9/25/1945","Dierama argyreum L.Bolus","Near Groutville, Lower Tugela.","-29.4090237200","31.2540173600","5k","2931AD","True",""
"NH","NH0124307-0","Acocks, JPH","","12833","8/13/1946","Athrixia arachnoidea J.M.Wood & M.S.Evans ex J.M.Wood","Vryheid District. 17.5 miles East of Vryheid on Inyati Road.","-27.7632860000","31.0489620000","5k","2731CC","True",""
"PRE","PRE0396601-0","Acocks, JPH","","8546","12/20/1937","Bauhinia petersiana subsp. macrantha (Oliv.) Brummitt & J.H.Ross","PAARDEBERG; BOSHOFF DIST.; MODDER RIVER","-28.9890860000","25.0805530000","2k","2825CC","True",""
"PRE","PRE0077212-0","Acocks, JPH","","18200","6/9/1955","Ophioglossum nudicaule L.f.","CALVINIA DIV.; LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True",""
"PRE","PRE0480028-0","Acocks, JPH","","657","08/1936","Ficinia anceps Nees","CAPE PENINSULA; HOUT BAY; SKOORSTEEN KOP.","-34.0325000000","18.3725000000","5k","3418AB","True",""
"PRE","PRE0128716-0","Acocks, JPH","","22111","3/19/1962","Solenostemon latifolius (Hochst. ex Benth.) J.K.Morton","MOUNT AYLIFF DIST.; RODE VALLEY; 4.9 MI. WS. OF RODE VALLEY","-30.8381796600","29.0766298200","2k","3029CC","True",""
"PRE","PRE0137388-0","Acocks, JPH","","21945","1/22/1962","Blepharis subvolubilis C.B.Clarke","HARRISMITH DIST.; 10.5 MI. WSW. OF WARDEN.","-27.9045110000","28.8137440000","2k","2728DD","True",""
"PRE","PRE0160616-0","Acocks, JPH","","18598","11/9/1955","Pteronia ciliata Thunb.","CALVINIA DIV.; BRANDKOP; NEAR BRANDKOP, TO S. ON HILLSIDES","-31.2730390000","19.1868800000","5k","3119AC","True",""
"PRE","PRE0460767-0","Acocks, JPH","","12922","8/21/1946","Protea parvula Beard","LYDENBURG DIST.; STEENKAMPSBERG","-25.2406680000","30.1313610000","2k","2530AA","True",""
"PRE","PRE0197800-0","Acocks, JPH","","12154","11/15/1945","Eriocephalus africanus var. paniculatus (Cass.) M.A.N.Mull., P.P.J.Herman & Kolberg","QUEENSTOWN DIV.; WHITTLESEA; NR. TOP OF PASS 5 MI. E. OF WHITTLESEA","-32.1812821000","26.9116488200","2k","3226BB","True",""
"PRE","PRE0237103-0","Acocks, JPH","","17496","10/19/1953","Stachys lamarckii Benth.","ROGGEVELD; CALVINIA DIV.; TOP OF GANAGA PASS LANGKLOOF","-32.1317522500","20.0791342600","2k","3220AA","True",""
"PRE","PRE0345395-0","Acocks, JPH","","13999","2/25/1948","Schizoglossum bidens subsp. pachyglossum (Schltr.) Kupicha","WEENEN DIST.; VECHTLAGER","-29.0677717100","29.8158447300","2k","2929BB","True",""
"PRE","PRE0581971-0","Acocks, JPH","","8683","5/11/1938","Lycium cinereum Thunb.","MIDDELBURG DIV: DOORNBERGHOEK.","-31.5910084200","25.4054984200","5k","3125CB","True","HT: 4.00, HTUNIT: ft; GRFRMS: Shrub"
"PRE","PRE0416893-0","Acocks, JPH","","14346","6/12/1948","Lotononis lenticula (E.Mey.) Benth.","HOPETOWN DIST; 28 MI. W. OF HOPETOWN","-29.6864637900","23.5881876100","2k","2923DA","True",""
"PRE","PRE0154855-0","Acocks, JPH","","H840","10/8/1936","Datura ferox L.","BARKLEY WEST; VAAL RIVER; SYDNEY","-28.4500440000","24.3237270000","2k","2824AD","True",""
"PRE","PRE0245667-0","Acocks, JPH","","12874","8/17/1946","Phyllanthus reticulatus Poir. var. reticulatus","BARBERTON DIST.; NOORDKAAP; 6 MI. E. OF NOORDKAAP","-25.6827228800","31.1726194800","2k","2531CA","True","Virgate shrub, 1.8 m high."
"PRE","PRE0397144-0","Acocks, JPH","","10960","12/19/1944","Monanthotaxis caffra (Sond.) Verdc.","FLAGSTAFF","-31.0733862700","29.4965424400","5k","3129AB","True",""
"PRE","PRE0017096-0","Acocks, JPH","","15717","3/18/1950","Digitaria ternata (A.Rich.) Stapf","SOMERSET EAST DIV.; BOSCHBERG PLATEAU","-32.7108697100","25.6223174500","2k","3225DA","True",""
"PRE","PRE0025243-0","Acocks, JPH","","9792","5/2/1943","Arundinella nepalensis Trin.","STUTTERHEIM; CUMAKALA RIVER","-32.5577761200","27.4103026900","2k","3227CB","True",""
"PRE","PRE0280858-0","Acocks, JPH","","9856","11/5/1943","Sida dregei Burtt Davy","ESTCOURT; ESTCOURT PASTURE RES. STA.","-29.0235218800","29.8651008900","2k","2929BB","True",""
"PRE","PRE0386013-0","Acocks, JPH","","20312","3/7/1959","Lotononis glabra (Thunb.) D.Dietr.","UITENHAGE DIV.; 14 MI. FROM UITENHAGE ON ADDO RD.","-33.6314130000","25.5474910000","2k","3325DA","True",""
"PRE","PRE0107858-0","Acocks, JPH","","22581","8/28/1962","Carex capensis Thunb.","CALEDON DIST.; 6 MI. W. OF RIETPOEL STATION.","-34.2621667600","19.6764964700","2k","3419BC","True","Locally fairly frequent."
"PRE","PRE0246136-0","Acocks, JPH","","9069","9/12/1942","Euphorbia striata Thunb.","STUTTERHEIM DIV.; GAZELLA; DOHNE NO. 298","-32.6303140000","27.4772400000","2k","3227CB","True",""
"PRE","PRE0001919-0","Acocks, JPH","","10881","12/16/1944","Trichilia dregeana Sond.","Umzumbi Valley: Coastal jungle..","-30.5955250800","30.5364750300","2k","3030DA","True","Tree, 3 m high with white flowers. Leaves dark, glossy."
"PRE","PRE0019994-0","Acocks, JPH","","11580","7/20/1945","Prosphytochloa prehensilis (Nees) Schweick.","PIETERMARITZBURG; CURRY'S POST; PODOCARPUS FOR.","-29.3603143300","30.1407235300","2k","2930AC","True",""
"PRE","PRE0417926-0","Acocks, JPH","","15904","6/29/1950","Pelargonium hypoleucum Turcz.","MOLTENO DIST.; HENNING; 8.5 MI. SSW. OF HENNING","-31.3593210000","26.0734950000","2k","3126AC","True",""
"PRE","PRE0427258-0","Acocks, JPH","Hafstrom, AHF","706","11/13/1938","Otholobium polyphyllum (Eckl. & Zeyh.) C.H.Stirt.","SWARTBERG PASS; N. END","-33.3029630000","22.0507860000","2k","3322AC","True",""
"PRE","PRE0090760-0","Acocks, JPH","","21356","8/9/1960","Freesia refracta (Jacq.) Klatt","RIVERSDALE DIV.; THE FISHERIES.","-34.3538900000","21.8802800000","2k","3421BD","True","Locally common. Flowers pale yellow with dark veins."
"PRE","PRE0180991-0","Acocks, JPH","","16861","8/1/1953","Oedera multipunctata (DC.) Anderb. & K.Bremer","CALVINIA DIV.; LOKENBURG; WSW. OF CALVINIA","-31.6951841600","19.1896762400","10k","3119CA","True",""
"PRE","PRE0349892-0","Acocks, JPH","","21988","2/15/1962","Periglossum angustifolium Decne.","MOUNT FLETCHER DIST.; 15.5 MI. N. BY E. OF TOWN","-30.5231800000","28.5401330000","2k","3028DA","True",""
"PRE","PRE0412742-0","Acocks, JPH","","20838","11/15/1959","Sisymbrium turczaninowii Sond.","HEIDELBERG; KALKSPRUIT; 29.3 MI SSE OF HEIDELBERG","-26.8629794400","28.4981640700","2k","2628CD","True",""
"PRE","PRE0371772-0","Acocks, JPH","Hafstrom, AHF","1893","","Ximenia americana var. microphylla Welw. ex Oliv.","WYLLIE'S POORT P.O.","-22.9069210000","29.9272050000","1000m","2229DD","True",""
