"MuseumCode","Barcode","Collectors","AdditionalCollectors","FieldNumber","Date","CalcFullName","LocalityNotes","Latitude","Longitude","LLResolution","QDS","LLChecked","DescriptionText"
"PRE","PRE0255971-0","Acocks, JPH","","16433","9/21/1952","Euphorbia caput-medusae L.","VAN RHYNSDORP DIV.; NIEUWERUST","-31.1019970000","18.3439950000","2k","3118AB","True",""
"PRE","PRE0232764-0","Acocks, JPH","Hafstrom, AHF","1599","10/31/1938","Gerbera ambigua (Cass.) Sch.Bip.","BERGVILLE DIST.; ROYAL NATAL NAT. PAR; TUGELA VALLEY PARK","-28.7289117500","28.9439768400","5k","2828DB","True",""
"PRE","PRE0181781-0","Acocks, JPH","","17933","2/20/1955","Helichrysum anomalum Less.","QUEENSTOWN DIV.; LONGHILL","-31.8757800000","26.8855230000","5k","3126DD","True",""
"PRE","PRE0377694-0","Acocks, JPH","","20070","12/9/1958","Thesium impeditum A.W.Hill","QUEENSTOWN DIV.; WHITTLESEA; 9.5MI. S. S. E. OF WHITTLESEA","-32.2900300000","26.8721210000","2k","3226BD","True",""
"PRE","PRE0159138-0","Acocks, JPH","","17356","10/12/1953","Carpacoce scabra (Thunb.) Sond. subsp. scabra","CALVINIA DIV.; LOKENBURG; ARID RIDGES W. OF RIVER","-31.6906115200","19.1617829600","5k","3119CA","True",""
"NH","NH0036774-0","Acocks, JPH","","11758","9/14/1945","Asclepias aurea (Schltr.) Schltr.","Between Paulpietersburg and Sunkels drift.","-27.4225247100","30.8101139400","1000m","2730BD","True","Yellow flowers."
"PRE","PRE0702405-0","Acocks, JPH","","10179","3/9/1944","Habenaria dregeana Lindl.","WEENEN COUNTY; HLATIKULU MT.; NE. FOOT OF MT.","-29.2355804600","29.6877578200","2k","2929BA","True",""
"PRE","PRE0426276-0","Acocks, JPH","","14789","9/14/1948","Crassula columnaris subsp. prolifera Friedrich","VAN RHYNSDORP DIST.; 24 MI. N. N. W OF VAN RHYNSDORP","-31.3121180000","18.5832140000","2k","3118BC","True",""
"PRE","PRE0225773-0","Acocks, JPH","","11817","9/25/1945","Senecio harveianus MacOwan","LOWER TUGELA DIST.; GROUTVILLE; NR. TOWN","-29.4090237200","31.2540173600","5k","2931AD","True",""
"PRE","PRE0147669-0","Acocks, JPH","","21401","8/13/1960","Hebenstretia integrifolia L.","HEIDELBERG DIST.; DUIVENHOKS RIVER GOR; 21 5 MI SW OF RIVERSDALE","-34.2549953800","20.9953858800","2k","3420BD","True",""
"PRE","PRE0554022-0","Acocks, JPH","","14194","3/23/1948","Phylica oleifolia Vent.","VAN RHYNSDORP DIST.; NIEUWERUST; TO WNW. NAMAQUALAND","-31.1019970000","18.3439950000","2k","3118AB","True","Tree, 1.8 m high."
"PRE","PRE0294518-0","Acocks, JPH","","11520","7/7/1945","Kiggelaria africana L.","UTRECHT; MOUNTAINS BEHIND UTRECHT","-27.6268630000","30.3654880000","2k","2730CB","True",""
"PRE","PRE0152214-0","Acocks, JPH","","9068","9/12/1942","Solanum lichtensteinii Willd.","KING WILLIAMS TOWN D; AMABELE","-32.6608000000","27.5247000000","2k","3227DA","True",""
"PRE","PRE0284044-0","Acocks, JPH","Hafstrom, AHF","902","9/18/1938","Phylica rigidifolia Sond.","KAROOPOORT","-33.2174365300","19.7031830500","5k","3319BA","True",""
"PRE","PRE0296484-0","Acocks, JPH","","20801","11/12/1959","Hermannia oblongifolia (Harv.) Hochr.","LADYBRAND DIST.; HOBHOUSE; 7.6 MI. NW. BY N. OF HOBHOUSE ON BANKS OF MAKOPO SPRUIT","-29.4499300000","27.0875640000","2k","2927AC","True",""
"PRE","PRE0352762-0","Acocks, JPH","","19954","11/15/1958","Gnidia francisci Bolus","UNIONDALE DIV.; PRINCE ALFREDS PASS; S. SIDE OF PASS NR. TOP","-33.7550880000","23.1610660000","2k","3323CC","True",""
"PRE","PRE0248124-0","Acocks, JPH","","19663","8/22/1958","Roepera spinosa (L.) Beier & Thulin","CLANWILLIAM DIV.; GRAAFWATER; 3.5 MI. E. BY N. OF GRAAFWATER","-32.1454740000","18.6519170000","2k","3218BA","True","Tangled shrub, 30 - 90 cm tall with pale yellow flowers with purple marks. Fruit oval and smooth."
"PRE","PRE0224858-0","Acocks, JPH","","17919","2/18/1955","Senecio ruwenzoriensis S.Moore","QUEENSTOWN DIV.; 19 MI. S. E. BY E. OF QUEENSTOWN","-32.1306940000","26.9663230000","2k","3226BB","True",""
"PRE","PRE0110861-0","Acocks, JPH","","21396","8/13/1960","Ficinia repens (Nees) Kunth","Heidelberg Dist.; 14.6 mi. SSW of Heidelberg.","-34.2541159000","20.8694689100","2k","3420BD","True","Locally abundant."
"PRE","PRE0156620-0","Acocks, JPH","","17394","10/13/1953","Pteronia ovalifolia DC.","CALVINIA DIV.; LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True",""
"PRE","PRE0382959-0","Acocks, JPH","","12911","8/20/1946","Maerua parvifolia Pax","PIETERSBURG DIST.; OLIFANTS RIVER VALLE; 10 MI. E. OF CHUNESPOORT POLICE STA.","-24.2700028700","29.7080576200","2k","2429BC","True",""
"PRE","PRE0007540-0","Acocks, JPH","","2357","7/23/1937","Stipagrostis anomala De Winter","HAY DIVISION; SWARTHAAKVELD AT WINDHOEK","-29.0839400000","23.3112730000","2k","2923AB","True",""
"PRE","PRE0735986-0","Acocks, JPH","","18836","4/20/1956","Microloma longitubum Schltr.","KENHARDT DIST.; 33 MILES N OF BRANDVLEI","-30.0219500000","20.4327200000","2k","3020AB","True",""
"PRE","PRE0425518-0","Acocks, JPH","","23867","3/22/1967","Crassula obovata Haw. var. obovata","BEDFORD DIV.; KROOMIE; ENDWELL ABOVE KROOMIE","-32.7304830400","26.4495292400","2k","3226CB","True",""
"PRE","PRE0237784-0","Acocks, JPH","","23123","12/14/1962","Osteospermum hafstroemii Norl.","NORTHUMBERLAND POINT","-34.8066111100","20.0608194300","2k","3420CC","True",""
"PRE","PRE0205359-0","Acocks, JPH","","13749","5/4/1947","Othonna chromochaeta (DC.) Sch.Bip.","STEYTLERVILLE DIST.; PIENAARSPOORT","-33.2223220100","24.3967063300","2k","3324AB","True",""
"PRE","PRE0117028-0","Acocks, JPH","","22106","3/17/1962","Salvia repens var. keiensis Hedge","MOUNT FLETCHER DIST.; SETABATABA P.O.; 1.7 MI. W. OF SETABATABA PO.","-30.5817230000","28.3175900000","1000m","3028CB","True",""
"PRE","PRE0096655-0","Acocks, JPH","","11398","4/5/1945","Asplenium capense (Kunze) Bir, Fraser-Jenk. & Lovis","WEENEN DIST.; ESTCOURT PASTURE RES; IN RAVINE","-29.0235218800","29.8651008900","2k","2929BB","True",""
"PRE","PRE0022854-0","Acocks, JPH","Hafstrom, AHF","35","10/2/1938","Brachiaria bovonei (Chiov.) Robyns","NYLSTROOM DIST.; 22 MI. N. OF NYLSTROOM","-24.4678160000","28.5928310000","5k","2428BC","True",""
"PRE","PRE0050334-0","Acocks, JPH","","21408","8/14/1960","Disperis capensis (L.) Sw. var. capensis","UNIONDALE DIST.; POTJIESRIVIERHOOGTE PASS, S SIDE.","-33.7365701500","22.9940706300","10k","3322DB","True",""
"PRE","PRE0199271-0","Acocks, JPH","","11720","9/10/1945","Helichrysum cerastioides DC. var. cerastioides","PRETORIA DIST.; BRONKHORSTSPRUIT; 3 MI. SSE. OF TOWN","-25.8693890000","28.7626740000","1000m","2528DD","True",""
"PRE","PRE0144769-0","Acocks, JPH","Hafstrom, AHF","H1029","10/21/1936","Solanum retroflexum Dunal","HERBERT; DORINGBULT; IN THE KLOOF AT DORINGBULT","-29.6420509300","24.1317548400","2k","2924CA","True",""
"PRE","PRE0444333-0","Acocks, JPH","Hafstrom, AHF","2138","12/7/1938","Cliffortia pulchella L.f. var. pulchella","SWELLENDAM DIV.; TRADOUWS PASS; NORTHERN END ON ROCKY SLOPE","-33.9423730000","20.7081730000","2k","3320DC","True",""
"PRE","PRE0037894-0","Acocks, JPH","","12049","11/1/1945","Astroloba foliolosa (Haw.) Uitewaal","Albany Division. Brakkloof, towards Brakkloof.","-33.1942720000","26.3614180000","2k","3326AB","True","Glossy, dark green."
"PRE","PRE0223402-0","Acocks, JPH","","11762","9/15/1945","Hirpicium armerioides (DC.) Roessler","MHLONGUMIYA MT.; PIVAANS VALLEY; OPPOSITE MHLONGUMIYA MT.","-27.5589372800","30.6511515400","2k","2730DA","True",""
"NBG","NBG0246643-0","Acocks, JPH","","22742","9/21/1962","Erica puberuliflora E.G.H.Oliv.","Bredasdorp Dist. S side of Potberg on Hamerkop.","-34.4223811800","20.6952447600","2k","3420BC","True","Shrub. Plant height: 18 in. Erica, 18"", very fine dull pink flowers."
"PRE","PRE0420328-0","Acocks, JPH","","12921","8/21/1946","Argyrolobium wilmsii Harms","LYDENBURG; COMMONAGE","-25.0877430000","30.4276340000","2k","2530AB","True",""
"NH","NH0121448-0","Acocks, JPH","","13237","1/12/1947","Ambrosia artemisiifolia L.","Ixopo; Madonela; a few MI. N. of Madonela.","-30.1250000000","30.1250000000","1/4dg","3030AA","",""
"NH","NH0034536-0","Acocks, JPH","","9957","11/30/1943","Indigofera dimidiata Vogel ex Walp.","Estcourt P.R. Station","-29.0235218800","29.8651008900","2k","2929BB","True",""
"PRE","PRE0188561-0","Acocks, JPH","","1","","Chrysocoma obtusata (Thunb.) Ehr.Bayer","KIMBERLEY DIV.; MUSEUM GARDEN","-28.7383012000","24.7642251000","10k","2824DB","True",""
"NH","NH0036007-0","Acocks, JPH","","10760","11/12/1944","Hypericum aethiopicum subsp. sonderi (Bredell) N.Robson","Near Estcourt , aboove new Formosa Street.","-29.0163170000","29.8826930000","1000m","2929BB","True","Flowers yellow, leaves bright green."
"PRE","PRE0326147-0","Acocks, JPH","Hafstrom, AHF","1043","10/22/1936","Hermannia pulverata Andrews","HAY DIV.; BETW. CAMPBELL AND GRIQUATOWN","-28.8268545500","23.4891523900","50k","2823CD","True",""
"PRE","PRE0232207-0","Acocks, JPH","Hafstrom, AHF","1566","11/12/1938","Euryops spathaceus DC.","OUDTSHOORN DIV.; MEIRINGSPOORT","-33.4203080000","22.5474380000","5k","3322BC","True",""
"NH","NH0036410-0","Acocks, JPH","","11464","4/26/1945","Alepidea woodii Oliv.","Tabamhlope (Table Mt.)","","","","","","Lvs. glaucous, somewhat fleshy."
"PRE","PRE0190717-0","Acocks, JPH","","18169","5/16/1955","Coccinia rehmannii Cogn.","WARMBAD DIST.; 16.5 MI. E. OF HAM RIVER POST OFFICE","-28.0898580000","19.4886890000","2k","2819AB","True",""
"PRE","PRE0478651-0","Acocks, JPH","","17208","9/23/1953","Lachenalia sp.","SUTHERLAND DIV.; 20 MI. E. BY N. OF SUTHERLAND","-32.3273723100","20.9790653900","2k","3220BD","True",""
"PRE","PRE0339300-0","Acocks, JPH","","21812","3/19/1961","Tridentea jucunda (N.E.Br.) L.C.Leach","PRIESKA DIV.; KOPSPAN SDG.","-29.5360100000","22.3416060000","2k","2922CB","True",""
"PRE","PRE0173304-0","Acocks, JPH","","18416","9/13/1955","Metalasia pallida Bolus","PRINCE ALBERT DIV.; SWARTBERG PASS","-33.3029630000","22.0507860000","2k","3322AC","True",""
"PRE","PRE0208785-0","Acocks, JPH","","10077","1/29/1944","Lobelia pteropoda (C.Presl) A.DC.","ESTCOURT DIST.; CHAMPAGNE CASTLE HOT","-29.0539246700","29.4156985700","2k","2929AB","True",""
"PRE","PRE0200364-0","Acocks, JPH","","17050","8/29/1953","Othonna parviflora P.J.Bergius","CALVINIA DIV.; LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True",""
"PRE","PRE0238207-0","Acocks, JPH","","22853","9/28/1962","Wahlenbergia procumbens (L.f.) A.DC.","MOSSEL BAY; 5MI. W. OF MOSSEL BAY","-34.1813200000","22.0320850000","1000m","3422AA","True",""
"NH","NH0034482-0","Acocks, JPH","","9904","11/18/1943","Allophylus africanus P.Beauv. var. africanus","Estcourt: Upper slopes of rocky hill in thornveld.","-29.0223523100","29.8672880800","2k","2929BB","True","Small tree."
"PRE","PRE0156481-0","Acocks, JPH","","11401","4/8/1945","Anthospermum herbaceum L.f.","WEENEN DIST.; GRIFFINS HILL","-29.1038325600","29.9668100100","1000m","2929BB","True",""
"PRE","PRE0482353-0","Acocks, JPH","","21706","11/30/1960","Habenaria anguiceps Bolus","PORT ELIZABETH DIST.; 5.5 MI. NE. OF SEA VIEW.","-34.0136100000","25.3530600000","2k","3425AB","True","Flowers green."
"PRE","PRE0190540-0","Acocks, JPH","","1911","3/9/1937","Coccinia rehmannii Cogn.","HERBERT DIST.; MAZELSFONTEIN","-29.0668590000","23.5740700000","2k","2923BA","True",""
"PRE","PRE0378651-0","Acocks, JPH","Hafstrom, AHF","600","10/21/1938","Calpurnia aurea (Aiton) Benth. subsp. aurea","TZANEEN DIST.; BETW. TZANEEN AND LEYDSDORP","-23.9808690000","30.2965051200","2k","2330CD","True",""
"PRE","PRE0410992-0","Acocks, JPH","","9601","1/24/1942","Dianthus micropetalus Ser.","HUTCHINSON DIST.","-31.4947840000","23.1883870000","2k","3123AC","True",""
"PRE","PRE0475809-0","Acocks, JPH","","24330","8/26/1970","Babiana leipoldtii G.J.Lewis","PAARL DIV.; 6.2 KM WNW. OF WINDMILL.","-33.6260976000","18.8721581900","2k","3318DB","True","Locally fairly frequent. Flowers purple."
"PRE","PRE0109655-0","Acocks, JPH","Naude","79","02/1942","Pycreus macranthus (Boeckeler) C.B.Clarke","WATERBERG DIST.; NOOITGEDACHT 699.","-24.5324990000","28.5658490000","10k","2428DA","True","Locally common."
"PRE","PRE0335836-0","Acocks, JPH","","18309","6/21/1955","Erica glomiflora Salisb. var. glomiflora","UNIONDALE DIV.; SPEELMANSRIVIER","-33.7519700000","22.9423870000","2k","3322DD","True",""
"PRE","PRE0108282-0","Acocks, JPH","","17057","8/29/1953","Isolepis brevicaulis (Levyns) J.Raynal","CALVINIA DIV.; LOKENBURG.","-31.6951841600","19.1896762400","10k","3119CA","True",""
"PRE","PRE0446262-0","Acocks, JPH","","21578","9/19/1960","Cliffortia ramosissima Schltr.","VERMAAKLIKHEID; DUIVENHOKS RIVER GOR; N OF VERMAAKLIKHEID","-34.2546099500","20.9946150100","2k","3420BD","True",""
"PRE","PRE0213397-0","Acocks, JPH","","11200","1/30/1945","Helichrysum ammitophilum Hilliard","FICKSBURG DIST.; 4 MILES FROM FICKSBURG ON CLOCOLAN RD.","-28.8888710000","27.8324440000","1000m","2827DD","True",""
"NBG","NBG0194326-0","Acocks, JPH","","23030","11/13/1962","Grubbia tomentosa (Thunb.) Harms","Bredasdorp. N side of Potberg.","-34.3683766400","20.6029963100","2k","3420BC","True",""
"PRE","PRE0447714-0","Acocks, JPH","","13138","10/17/1946","Eriosema psoraleoides (Lam.) G.Don","LEBOMBO MTS.; MFONGOSI RIVER; E OF LEBOMBO MT","-27.3308874600","32.0933576500","10k","2732AC","True",""
"PRE","PRE0950113-0","Acocks, JPH","","23578","3/20/1965","Anthospermum welwitschii Hiern","Waterberg, Rankin's Pass.
Alt 4500 ft.","-24.5029085200","27.8624841000","2k","2427DB","True","Shrub, 4 ft high; virgate many-stemmed shrubs."
"PRE","PRE0207306-0","Acocks, JPH","","20040","11/18/1958","Athanasia dentata (L.) L.","HUMANSDORP DIV.; KAREEDOUW; 9.3 MI. W. BY N. OF KARREEDOUW","-33.9043964900","24.1518637900","2k","3324CC","True",""
"PRE","PRE0067025-0","Acocks, JPH","","23670","9/6/1965","Babiana sambucina (Jacq.) Ker Gawl. subsp. sambucina","VICTORIA WEST DIV.; 17 MI. E. OF HUTCHINSON.","-31.4802350000","23.4421160000","2k","3123AD","True","Flowers dull violet."
"PRE","PRE0139149-0","Acocks, JPH","","16387","5/22/1952","Lycium horridum Thunb.","GORDONIA DIST.; RIEMVASMAAK; 7.5 MI. SE. OF RIEMVASMAAK GNEISS HILLS","-28.5270500000","20.3160080000","2k","2820CB","True","Shrub. Glaucous shrubs. Plant height: 3 ft."
"PRE","PRE0150308-0","Acocks, JPH","","1505","12/8/1936","Selago albida Choisy","WINDSORTON; RIVER VIEW NR. WINDSORTON","-28.3352505800","24.7283181100","2k","2824BC","True",""
"PRE","PRE0156624-0","Acocks, JPH","","18978","8/25/1956","Pteronia glauca Thunb.","CALVINIA DIV.; AKKERENDAM","-31.4179800000","19.7894590000","2k","3119BD","True",""
"PRE","PRE0289207-0","Acocks, JPH","","23306","8/19/1963","Hermannia sp.","NAMAQUALAND; KOTZESRUS; 4.8 miles NNW. OF KOTZESRUS","-30.9041820000","17.8174090000","2k","3017DD","True",""
"PRE","PRE0142317-0","Acocks, JPH","","18054","5/2/1955","Monechma spartioides (T.Anderson) C.B.Clarke","AROAB DIST.; 4.5 MI. W. OF TOWN","-26.7846080000","19.5953990000","2k","2619DC","True",""
"PRE","PRE0445680-0","Acocks, JPH","","19678","8/23/1958","Indigofera amoena Aiton","PIQUETBERG DIV.; REDELINGHUYS; SLOPE TO RIVER 2 MI SE OF REDELINGHUIS","-32.4986974000","18.5805141800","1000m","3218BC","True",""
"PRE","PRE0000244-0","Acocks, JPH","","9508","12/19/1942","Panicum sp.","STUTTERHEIM DIST.; DOHNE","-32.5222973400","27.4528021000","2k","3227CB","True",""
"PRE","PRE0411342-0","Acocks, JPH","","12613","5/8/1946","Aizoon schellenbergii Adamson","KENHARDT DIV.; JAGBULT","-29.7135717800","21.7111293300","2k","2921DA","True",""
"PRE","PRE0031706-0","Acocks, JPH","","22051","2/23/1962","Echinochloa jubata Stapf","MOUNT CURRIE; KROMDRAAI; 21.6 MI W. OF KOKSTAD","-30.5574780000","29.1872290000","2k","3029CA","True",""
"PRE","PRE0137857-0","Acocks, JPH","","21157","7/7/1960","Isoglossa grantii C.B.Clarke","KNYSNA DIV.; NATURES VALLEY","-33.9817828700","23.5600938600","2k","3323DC","True",""
"PRE","PRE0161702-0","Acocks, JPH","","14658","7/9/1948","Pteronia sordida N.E.Br.","ABERDEEN DIV.; KIVIETSKUIL P.O.; 1 MI. S. OF KIVIETSKUIL P.O.","-32.5660598800","23.5233537200","1000m","3223DA","True",""
"PRE","PRE0215357-0","Acocks, JPH","","20200","1/15/1959","Helichrysum spiralepis Hilliard & B.L.Burtt","BARKLEY EAST DIST.; SAALBOOM NEK;","-31.2331255500","27.5302503800","2k","3127BA","True",""
"PRE","PRE0142726-0","Acocks, JPH","","16923","8/23/1953","Reyemia nemesioides (Diels) Hilliard","SUTHERLAND DIV.; 6 MI. N. OF SUTHERLAND","-32.3247129200","20.6630383000","2k","3220BC","True",""
"PRE","PRE0278907-0","Acocks, JPH","","11583","7/20/1945","Cassinopsis ilicifolia (Hochst.) Sleumer","PIETERMARITZBURG DIS; CURRY'S POST; PODOCARPUS FOR.","-29.3603143300","30.1407235300","2k","2930AC","True","Shrub, 3 m high with bright green glossy leaves."
"PRE","PRE0374135-0","Acocks, JPH","","16887","8/2/1958","Thesium aggregatum A.W.Hill","CALVINIA DIV.; LOKENBURG; W.S.W. OF CALVINIA","-31.6951841600","19.1896762400","2k","3119CA","True",""
"PRE","PRE0106062-0","Acocks, JPH","","17561","1/23/1954","Caesia contorta (L.f.) T.Durand & Schinz","CALVINIA; LOKENBURG; VALLEY","-31.6992698100","19.1802879300","5k","3119CA","True",""
"PRE","PRE0209432-0","Acocks, JPH","Hafstrom, AHF","H1082","10/23/1936","Phymaspermum parvifolium (DC.) Benth. & Hook. ex B.D.Jacks.","HAY DIV. BERMOLLI","-28.4518888500","22.8256291000","2k","2822BD","True",""
"PRE","PRE0454387-0","Acocks, JPH","","19259","6/8/1957","Oxalis melanosticta Sond. var. melanosticta","NAMAQUALAND; 14 MI. W. BY S. OF SPRINGBOK","-29.7087649500","17.6863775300","2k","2917DA","True",""
"PRE","PRE0321235-0","Acocks, JPH","","19051","9/20/1956","Hermannia cuneifolia Jacq. var. cuneifolia","VAN RHYNSDORP DIV.; GROOTKLIP","-30.8273591600","18.8277277900","2k","3018DD","True",""
"PRE","PRE0318171-0","Acocks, JPH","Hafstrom, AHF","950","10/4/1938","Hermannia sp.","RIVERSDALE DIV.","-34.1250000000","21.3750000000","1/4dg","3421AB","",""
"NH","NH0036652-0","Acocks, JPH","","11570","7/12/1945","Peperomia tetraphylla (G.Forst.) Hook. & Arn.","Hill on East side of Zungeni Peak, Vryheid.","-27.7007181600","30.8652008300","2k","2730DB","True","Leaves dark grey-green with 3 pale stripes."
"NBG","NBG0244355-0","Acocks, JPH","","21219","7/12/1960","Erica glumiflora Klotzsch ex Benth.","Knysna Dist. Lake Pleasant Hotel. False fynbos on coastal dunes.","-34.0311917700","22.8258958900","2k","3422BB","True","HT: 2.00, HTUNIT: ft; GRFRMS: Shrub"
"PRE","PRE0300732-0","Acocks, JPH","","17523","10/30/1953","Gnidia wickstroemiana Meisn.","COLESBERG DIV.; NAAUWPOORT; 9 MI. E. BY S. OF NAAUWPOORT","-31.2091420000","25.0792880000","2k","3125AA","True","Pale shrub, 60 cm high. Flowers cream."
"PRE","PRE0347043-0","Acocks, JPH","","13036","10/12/1946","Aspidoglossum glabrescens (Schltr.) Kupicha","NGOTSHE DIST.; 5.5 MI. DOWN HLOMOHLOMO RD.","-27.6222830000","31.3945710000","2k","2731CB","True",""
"PRE","PRE0194517-0","Acocks, JPH","","10896","12/17/1944","Sigesbeckia orientalis L.","PORT SHEPSTONE DIST.; EDGE OF SUGAR CANE FIELDS NR. SUGAR MILL","-30.6250000000","30.3750000000","1/4dg","3030CB","",""
"PRE","PRE0145808-0","Acocks, JPH","Hafstrom, AHF","1085","10/23/1936","Monechma incanum (Nees) C.B.Clarke","HAY; BERMOLLI; SANDVELD AT BERMOLLI","-28.4518888500","22.8256291000","2k","2822BD","True",""
"PRE","PRE0434178-0","Acocks, JPH","","22479","7/26/1962","Brunia paleacea P.J.Bergius","BREDASDORP, FAIRFIELD, ON THE PASS.","-34.4376000000","19.7397500000","5k","3419BC","True","2' dense shrub."
"PRE","PRE0294405-0","Acocks, JPH","","15995","8/21/1951","Kiggelaria africana L.","MIDDELBURG; 16 MI. N.W. BY W. OF MIDDELBURG","-31.3859700000","24.8102420000","2k","3124BD","True",""
"PRE","PRE0210870-0","Acocks, JPH","","14829","9/18/1948","Foveolina tenella (DC.) Kallersjo","VAN RHYNSDORP DIV.; ZANDKRAAL","-31.7005600000","18.7427800000","2k","3118DA","True",""
"PRE","PRE0425474-0","Acocks, JPH","","20730","10/17/1959","Trifolium glomeratum L.","MALMESBURY DIST; 64M. BYW.OF MALMESBURY","-33.3870662900","18.7048287100","2k","3318BC","True",""
"PRE","PRE0119246-0","Acocks, JPH","","16774","1/20/1953","Endostemon tereticaulis (Poir.) M.Ashby","ZOUTPANSBERG DIST.; PUNDA MILIA; 10 MI. E. BY N. OF PUNDA MARIA","-22.6633950000","31.1264270000","2k","2231CA","True",""
"PRE","PRE0174083-0","Acocks, JPH","","18331A","","Kedrostis nana var. zeyheri (Schrad.) A.Meeuse","BATHURST DIV.","","","","","",""
"PRE","PRE0382165-0","Acocks, JPH","","20800","11/12/1959","Thesium costatum A.W.Hill var. costatum","LADYBRAND DIST.; 3 MI. W.S.W. OF HOBHOUSE","-29.5400500000","27.0965480000","2k","2927CA","True","Dense decumbent bush; glaucous"
"PRE","PRE0073511-0","Acocks, JPH","","1663","02/1937","Nerine laticoma (Ker Gawl.) T.Durand & Schinz","","-28.3750000000","24.1250000000","1/4dg","2824AC","",""
"PRE","PRE0206254-0","Acocks, JPH","","17824","10/26/1954","Phymaspermum scoparium (DC.) Kallersjo","HANOVER DIST.; 18MI. N. W. BY W. OF HANOVER","-30.9409630000","24.1659180000","2k","3024CC","True",""
"PRE","PRE0377467-0","Acocks, JPH","","2597","12/4/1937","Thesium lacinulatum A.W.Hill","HERBERT DIST.; VALSCHFONTEIN","-29.0763652300","24.4646910200","2k","2924AB","True",""
"PRE","PRE0017320-0","Acocks, JPH","","12813","7/24/1946","Maytenus undata (Thunb.) Blakelock","TARKA DIST.; ELANDS RIVER VALLEY; BAMBOESBERG","-31.7135785300","26.1742175100","2k","3126CA","True",""
"PRE","PRE0275659-0","Acocks, JPH","","11761","9/15/1945","Greyia sutherlandii Hook. & Harv.","PAULPIETERSBURG DIST; ON HILLSIDES","-27.4228000000","30.8183000000","5k","2730BD","True",""
"PRE","PRE0024590-0","Acocks, JPH","","16768","1/20/1953","Sporobolus fimbriatus (Trin.) Nees","KRUGER NAT. PARK; PUNDA MILIA; 10 MI. E. BY N. OF PUNDA MARIA","-22.6633950000","31.1264270000","2k","2231CA","True",""
"PRE","PRE0137262-0","Acocks, JPH","","11321","","Blepharis innocua C.B.Clarke","PRETORIA DIST.; RIETVALLEI 221 FARM N. PORTION","-25.8558000000","28.3122000000","1000m","2528CD","True",""
"PRE","PRE0392235-0","Acocks, JPH","","603","8/8/1936","Crassula campestris (Eckl. & Zeyh.) Endl. ex Walp.","KIMBERLEY DIV.; 21 MI. E. OF POSTMASBURG ON PAPKUIL RD.","-28.4431010000","23.4186280000","2k","2823AD","True",""
"NBG","NBG1514376-0","Acocks, JPH","","14859","1/18/1955","Lacomucinaea lineata (L.f.) Nickrent & M.A.Garcia","Bloubospruit 12m E. SE. of Britstown, Britstown, Central Upper Karroo.","-30.6642996300","23.6455000000","2k","3023DA","True","Up to 3 feet. Yellow green."
"PRE","PRE0003556-0","Acocks, JPH","Naude","31","02/1942","Diheteropogon amplectens (Nees) Clayton var. amplectens","WATERBERG DIST.; NOOITGEDACHT 699","-24.5324990000","28.5658490000","10k","2428DA","True",""
"PRE","PRE0136493-0","Acocks, JPH","","2449","9/21/1937","Heliotropium hereroense Schinz","HAY DIV.; LELIK STAD","-29.1943756500","22.2808735700","5k","2922AB","True",""
"PRE","PRE0325456-0","Acocks, JPH","","16595","12/4/1952","Sebaea pentandra E.Mey. var. pentandra","MIDDELBURG DIST.; VENTERSHOEKSPRUIT","-31.8075985900","24.8796523500","2k","3124DD","True",""
"PRE","PRE0309685-0","Acocks, JPH","","17674","5/19/1954","Hermannia sp.","HAY DIST.; LOVEDALE; 16 MI. NW. OF CAMPBELL","-28.6355530900","23.5905163600","2k","2823DA","True",""
"PRE","PRE0320184-0","Acocks, JPH","","21230","7/13/1960","Hermannia velutina DC.","GEORGE DIV.; HEROLD'S BAY","-34.0497027500","22.3980102500","2k","3422AB","True",""
"PRE","PRE0199093-0","Acocks, JPH","Hafstrom, AHF","2257","12/6/1938","Helichrysum crispum (L.) D.Don","BREDASDORP DIST.; STRUIS BAY; NR. BAY","-34.8073830200","20.0572374000","5k","3420CC","True",""
"PRE","PRE0126960-0","Acocks, JPH","","12057","11/3/1945","Ipomoea simplex Thunb.","BATHURST; SOUTHWELL; 3 MI. NNW. OF SOUTHWELL","-33.4865847400","26.6635240000","2k","3326BC","True",""
"PRE","PRE0286412-0","Acocks, JPH","","16710","1/16/1953","Hibiscus sidiformis Baill.","NELSPRUIT DIST.; KRUGER NAT. PARK; 16.5 MI. SE. OF PRETORIUSKOP","-25.2548400800","31.4613747100","2k","2531AD","True",""
"PRE","PRE0250248-0","Acocks, JPH","","497","7/8/1936","Nymania capensis (Thunb.) Lindb.","HAY DIV.; LANGEBERG MTS.; EXCELSIOR 0.286 ON ROCKY SLOPES AND SUMMIT OF LANGEBERGE","-28.7134880000","22.7042470000","5k","2822DA","True",""
"PRE","PRE0112766-0","Acocks, JPH","","22533","7/29/1962","Babiana nana subsp. maculata (Klatt) Goldblatt & J.C.Manning","RIVERSDALE DIST.; 6.7 MI. SE. OF VERMAAKLIKHEID POST OFFICE.","-34.3607973400","21.1139071900","2k","3421AC","True","Frequent. Flowers mauve."
